account_id,label_type,label_code
409,受害人,2
410,其它,0
411,受害人,2
412,其它,0
413,受害人,2
414,其它,0
415,其它,0
416,其它,0
417,其它,0
418,其它,0
419,其它,0
420,其它,0
421,其它,0
422,其它,0
423,其它,0
424,其它,0
425,其它,0
426,其它,0
427,其它,0
428,其它,0
429,其它,0
430,其它,0
431,其它,0
432,其它,0
433,其它,0
434,其它,0
435,其它,0
436,其它,0
437,其它,0
438,其它,0
439,其它,0
440,其它,0
441,其它,0
442,受害人,2
443,受害人,2
444,受害人,2
445,其它,0
446,受害人,2
447,其它,0
448,其它,0
449,其它,0
450,其它,0
451,其它,0
452,其它,0
453,其它,0
454,其它,0
455,其它,0
456,其它,0
457,其它,0
458,其它,0
459,其它,0
460,其它,0
461,其它,0
462,其它,0
463,其它,0
464,其它,0
465,其它,0
466,其它,0
467,其它,0
468,其它,0
469,其它,0
470,其它,0
471,其它,0
472,其它,0
473,其它,0
474,其它,0
475,其它,0
476,其它,0
477,其它,0
478,其它,0
479,其它,0
480,其它,0
481,其它,0
482,其它,0
483,其它,0
484,其它,0
485,其它,0
486,其它,0
487,其它,0
488,其它,0
489,其它,0
490,其它,0
491,其它,0
492,其它,0
493,其它,0
494,其它,0
495,其它,0
496,受害人,2
497,其它,0
498,其它,0
499,其它,0
500,其它,0
501,其它,0
502,其它,0
503,其它,0
504,其它,0
505,其它,0
506,其它,0
507,其它,0
508,受害人,2
509,其它,0
510,其它,0
511,其它,0
512,其它,0
513,其它,0
514,受害人,2
515,其它,0
516,其它,0
517,受害人,2
518,其它,0
519,其它,0
520,其它,0
521,其它,0
522,其它,0
523,其它,0
524,其它,0
525,其它,0
526,其它,0
527,受害人,2
528,受害人,2
529,其它,0
530,其它,0
531,其它,0
532,其它,0
533,其它,0
534,其它,0
535,其它,0
536,其它,0
537,其它,0
538,其它,0
539,其它,0
540,其它,0
541,其它,0
542,其它,0
543,其它,0
544,其它,0
545,其它,0
546,其它,0
547,其它,0
548,其它,0
549,其它,0
550,其它,0
551,其它,0
552,其它,0
553,其它,0
554,其它,0
555,其它,0
556,其它,0
557,其它,0
558,其它,0
559,其它,0
560,其它,0
561,其它,0
562,其它,0
563,其它,0
564,其它,0
565,受害人,2
566,受害人,2
567,其它,0
568,其它,0
569,其它,0
570,其它,0
571,受害人,2
572,其它,0
573,其它,0
574,其它,0
575,其它,0
576,其它,0
577,受害人,2
578,其它,0
579,其它,0
580,其它,0
581,其它,0
582,其它,0
583,其它,0
584,其它,0
585,其它,0
586,其它,0
587,受害人,2
588,受害人,2
589,其它,0
590,其它,0
591,其它,0
592,其它,0
593,受害人,2
594,其它,0
595,其它,0
596,受害人,2
597,其它,0
598,受害人,2
599,其它,0
600,其它,0
601,其它,0
602,其它,0
603,其它,0
604,其它,0
605,受害人,2
606,其它,0
607,其它,0
608,受害人,2
609,其它,0
610,其它,0
611,其它,0
612,受害人,2
613,受害人,2
614,其它,0
615,受害人,2
616,受害人,2
617,受害人,2
618,其它,0
619,其它,0
620,受害人,2
621,其它,0
622,其它,0
623,其它,0
624,受害人,2
625,其它,0
626,其它,0
627,其它,0
628,其它,0
629,其它,0
630,受害人,2
631,其它,0
632,其它,0
633,受害人,2
634,其它,0
635,其它,0
636,其它,0
637,其它,0
638,其它,0
639,其它,0
640,其它,0
641,其它,0
642,其它,0
643,其它,0
644,其它,0
645,其它,0
646,其它,0
647,其它,0
648,其它,0
649,其它,0
650,其它,0
651,其它,0
652,其它,0
653,其它,0
654,其它,0
655,其它,0
656,其它,0
657,其它,0
658,其它,0
659,其它,0
660,其它,0
661,其它,0
662,其它,0
663,其它,0
664,其它,0
665,其它,0
666,受害人,2
667,其它,0
668,受害人,2
669,其它,0
670,其它,0
671,其它,0
672,其它,0
673,其它,0
674,其它,0
675,其它,0
676,其它,0
677,其它,0
678,其它,0
679,其它,0
680,受害人,2
681,其它,0
682,其它,0
683,受害人,2
684,受害人,2
685,其它,0
686,其它,0
687,其它,0
688,其它,0
689,其它,0
690,其它,0
691,其它,0
692,其它,0
693,其它,0
694,其它,0
695,受害人,2
696,其它,0
697,其它,0
698,其它,0
699,其它,0
700,其它,0
701,其它,0
702,其它,0
703,其它,0
704,其它,0
705,其它,0
706,其它,0
707,受害人,2
708,受害人,2
709,受害人,2
710,受害人,2
711,受害人,2
712,其它,0
713,其它,0
714,其它,0
715,其它,0
716,嫌疑人,1
717,其它,0
718,其它,0
719,其它,0
720,其它,0
721,其它,0
722,其它,0
723,其它,0
724,其它,0
725,其它,0
726,其它,0
727,其它,0
728,其它,0
729,其它,0
730,其它,0
731,其它,0
732,其它,0
733,其它,0
734,其它,0
735,其它,0
736,其它,0
737,其它,0
738,其它,0
739,受害人,2
740,其它,0
741,其它,0
742,受害人,2
743,其它,0
744,其它,0
745,其它,0
746,其它,0
747,受害人,2
748,受害人,2
749,其它,0
750,受害人,2
751,其它,0
752,受害人,2
753,其它,0
754,其它,0
755,其它,0
756,其它,0
757,其它,0
758,受害人,2
759,其它,0
760,其它,0
761,其它,0
762,受害人,2
763,受害人,2
764,其它,0
765,受害人,2
766,其它,0
767,其它,0
768,其它,0
769,其它,0
770,其它,0
771,其它,0
772,其它,0
773,其它,0
774,其它,0
775,其它,0
776,其它,0
777,其它,0
778,其它,0
779,其它,0
780,其它,0
781,其它,0
782,其它,0
783,其它,0
784,其它,0
785,其它,0
786,其它,0
787,其它,0
788,其它,0
789,其它,0
790,其它,0
791,其它,0
792,其它,0
793,其它,0
794,其它,0
795,其它,0
796,其它,0
797,其它,0
798,其它,0
799,其它,0
800,其它,0
801,其它,0
802,其它,0
803,其它,0
804,其它,0
805,其它,0
806,其它,0
807,其它,0
808,其它,0
809,其它,0
810,其它,0
811,其它,0
812,其它,0
813,其它,0
814,其它,0
815,其它,0
816,其它,0
817,其它,0
818,其它,0
819,其它,0
820,其它,0
821,其它,0
822,其它,0
823,其它,0
824,其它,0
825,其它,0
826,其它,0
827,其它,0
828,其它,0
829,其它,0
830,其它,0
831,其它,0
832,其它,0
833,其它,0
834,其它,0
835,其它,0
836,其它,0
837,其它,0
838,其它,0
839,其它,0
840,其它,0
841,其它,0
842,其它,0
843,其它,0
844,其它,0
845,其它,0
846,其它,0
847,其它,0
848,其它,0
849,其它,0
850,其它,0
851,其它,0
852,其它,0
853,其它,0
854,其它,0
855,其它,0
856,其它,0
857,其它,0
858,其它,0
859,其它,0
860,其它,0
861,受害人,2
862,其它,0
863,其它,0
864,其它,0
865,其它,0
866,其它,0
867,其它,0
868,其它,0
869,其它,0
870,受害人,2
871,其它,0
872,受害人,2
873,受害人,2
874,受害人,2
875,其它,0
876,其它,0
877,其它,0
878,其它,0
879,其它,0
880,其它,0
881,其它,0
882,受害人,2
883,受害人,2
884,其它,0
885,其它,0
886,受害人,2
887,其它,0
888,受害人,2
889,其它,0
890,其它,0
891,其它,0
892,受害人,2
893,其它,0
894,其它,0
895,其它,0
896,其它,0
897,其它,0
898,其它,0
899,其它,0
900,其它,0
901,其它,0
902,其它,0
903,其它,0
904,其它,0
905,其它,0
906,其它,0
907,其它,0
908,其它,0
909,其它,0
910,其它,0
911,其它,0
912,其它,0
913,其它,0
914,其它,0
915,其它,0
916,其它,0
917,其它,0
918,其它,0
919,其它,0
920,其它,0
921,其它,0
922,其它,0
923,其它,0
924,其它,0
925,其它,0
926,其它,0
927,其它,0
928,其它,0
929,其它,0
930,其它,0
931,其它,0
932,其它,0
933,其它,0
934,其它,0
935,其它,0
936,其它,0
937,其它,0
938,其它,0
939,受害人,2
940,其它,0
941,其它,0
942,受害人,2
943,受害人,2
944,其它,0
945,其它,0
946,其它,0
947,受害人,2
948,受害人,2
949,其它,0
950,其它,0
951,其它,0
952,其它,0
953,其它,0
954,其它,0
955,受害人,2
956,受害人,2
957,其它,0
958,其它,0
959,受害人,2
960,受害人,2
961,其它,0
962,其它,0
963,其它,0
964,其它,0
965,受害人,2
966,其它,0
967,其它,0
968,其它,0
969,其它,0
970,其它,0
971,其它,0
972,其它,0
973,其它,0
974,其它,0
975,其它,0
976,其它,0
977,其它,0
978,其它,0
979,其它,0
980,其它,0
981,其它,0
982,其它,0
983,其它,0
984,其它,0
985,其它,0
986,其它,0
987,其它,0
988,其它,0
989,其它,0
990,其它,0
991,其它,0
992,其它,0
993,其它,0
994,其它,0
995,其它,0
996,其它,0
997,其它,0
998,其它,0
999,其它,0
1000,其它,0
1001,其它,0
1002,其它,0
1003,其它,0
1004,其它,0
1005,其它,0
1006,其它,0
1007,其它,0
1008,其它,0
1009,其它,0
1010,其它,0
1011,其它,0
1012,其它,0
1013,其它,0
1014,其它,0
1015,其它,0
1016,其它,0
1017,其它,0
1018,其它,0
1019,其它,0
1020,其它,0
1021,其它,0
1022,其它,0
1023,其它,0
1024,其它,0
1025,其它,0
1026,其它,0
1027,其它,0
1028,其它,0
1029,其它,0
1030,其它,0
1031,其它,0
1032,其它,0
1033,其它,0
1034,其它,0
1035,其它,0
1036,其它,0
1037,其它,0
1038,其它,0
1039,其它,0
1040,其它,0
1041,其它,0
1042,其它,0
1043,其它,0
1044,其它,0
1045,其它,0
1046,其它,0
1047,其它,0
1048,其它,0
1049,其它,0
1050,其它,0
1051,其它,0
1052,其它,0
1053,其它,0
1054,其它,0
1055,其它,0
1056,其它,0
1057,其它,0
1058,其它,0
1059,其它,0
1060,其它,0
1061,其它,0
1062,其它,0
1063,其它,0
1064,其它,0
1065,其它,0
1066,其它,0
1067,其它,0
1068,其它,0
1069,其它,0
1070,其它,0
1071,其它,0
1072,其它,0
1073,其它,0
1074,其它,0
1075,其它,0
1076,其它,0
1077,其它,0
1078,其它,0
1079,其它,0
1080,其它,0
1081,其它,0
1082,其它,0
1083,其它,0
1084,其它,0
1085,其它,0
1086,其它,0
1087,其它,0
1088,其它,0
1089,其它,0
1090,嫌疑人,1
1091,其它,0
1092,其它,0
1093,其它,0
1094,其它,0
1095,其它,0
1096,其它,0
1097,其它,0
1098,其它,0
1099,其它,0
1100,其它,0
1101,其它,0
1102,其它,0
1103,其它,0
1104,其它,0
1105,其它,0
1106,其它,0
1107,其它,0
1108,其它,0
1109,其它,0
1110,其它,0
1111,其它,0
1112,其它,0
1113,其它,0
1114,其它,0
1115,其它,0
1116,其它,0
1117,其它,0
1118,其它,0
1119,其它,0
1120,其它,0
1121,其它,0
1122,其它,0
1123,其它,0
1124,其它,0
1125,其它,0
1126,其它,0
1127,其它,0
1128,其它,0
1129,其它,0
1130,其它,0
1131,其它,0
1132,其它,0
1133,其它,0
1134,其它,0
1135,其它,0
1136,受害人,2
1137,其它,0
1138,受害人,2
1139,其它,0
1140,其它,0
1141,受害人,2
1142,其它,0
1143,其它,0
1144,其它,0
1145,其它,0
1146,其它,0
1147,其它,0
1148,其它,0
1149,其它,0
1150,其它,0
1151,其它,0
1152,其它,0
1153,其它,0
1154,其它,0
1155,其它,0
1156,其它,0
1157,其它,0
1158,其它,0
1159,其它,0
1160,其它,0
1161,其它,0
1162,其它,0
1163,其它,0
1164,其它,0
1165,其它,0
1166,受害人,2
1167,受害人,2
1168,受害人,2
1169,其它,0
1170,其它,0
1171,其它,0
1172,其它,0
1173,其它,0
1174,其它,0
1175,受害人,2
1176,受害人,2
1177,受害人,2
1178,受害人,2
1179,其它,0
1180,受害人,2
1181,受害人,2
1182,其它,0
1183,其它,0
1184,其它,0
1185,其它,0
1186,受害人,2
1187,其它,0
1188,其它,0
1189,其它,0
1190,受害人,2
1191,其它,0
1192,其它,0
1193,其它,0
1194,其它,0
1195,其它,0
1196,其它,0
1197,其它,0
1198,其它,0
1199,其它,0
1200,其它,0
1201,其它,0
1202,其它,0
1203,其它,0
1204,其它,0
1205,其它,0
1206,其它,0
1207,其它,0
1208,其它,0
1209,其它,0
1210,其它,0
1211,其它,0
1212,其它,0
1213,其它,0
1214,其它,0
1215,其它,0
1216,其它,0
1217,其它,0
1218,其它,0
1219,其它,0
1220,其它,0
1221,其它,0
1222,其它,0
1223,其它,0
1224,其它,0
1225,其它,0
1226,其它,0
1227,其它,0
1228,其它,0
1229,受害人,2
1230,受害人,2
1231,其它,0
1232,其它,0
1233,受害人,2
1234,其它,0
1235,其它,0
1236,其它,0
1237,其它,0
1238,其它,0
1239,受害人,2
1240,其它,0
1241,受害人,2
1242,受害人,2
1243,其它,0
1244,其它,0
1245,其它,0
1246,其它,0
1247,受害人,2
1248,其它,0
1249,其它,0
1250,其它,0
1251,其它,0
1252,其它,0
1253,其它,0
1254,其它,0
1255,其它,0
1256,嫌疑人,1
1257,其它,0
1258,其它,0
1259,其它,0
1260,其它,0
1261,其它,0
1262,其它,0
1263,其它,0
1264,其它,0
1265,其它,0
1266,其它,0
1267,其它,0
1268,其它,0
1269,其它,0
1270,其它,0
1271,其它,0
1272,其它,0
1273,其它,0
1274,其它,0
1275,其它,0
1276,其它,0
1277,其它,0
1278,其它,0
1279,其它,0
1280,其它,0
1281,其它,0
1282,其它,0
1283,其它,0
1284,其它,0
1285,其它,0
1286,其它,0
1287,其它,0
1288,其它,0
1289,其它,0
1290,其它,0
1291,其它,0
1292,其它,0
1293,其它,0
1294,其它,0
1295,其它,0
1296,其它,0
1297,其它,0
1298,其它,0
1299,其它,0
1300,其它,0
1301,其它,0
1302,其它,0
1303,其它,0
1304,其它,0
1305,其它,0
1306,其它,0
1307,其它,0
1308,其它,0
1309,其它,0
1310,其它,0
1311,其它,0
1312,其它,0
1313,其它,0
1314,其它,0
1315,其它,0
1316,其它,0
1317,其它,0
1318,其它,0
1319,其它,0
1320,其它,0
1321,其它,0
1322,其它,0
1323,其它,0
1324,其它,0
1325,其它,0
1326,其它,0
1327,其它,0
1328,其它,0
1329,其它,0
1330,其它,0
1331,其它,0
1332,其它,0
1333,其它,0
1334,受害人,2
1335,受害人,2
1336,其它,0
1337,其它,0
1338,其它,0
1339,其它,0
1340,受害人,2
1341,其它,0
1342,其它,0
1343,其它,0
1344,其它,0
1345,其它,0
1346,其它,0
1347,其它,0
1348,受害人,2
1349,其它,0
1350,其它,0
1351,受害人,2
1352,受害人,2
1353,其它,0
1354,其它,0
1355,其它,0
1356,其它,0
1357,其它,0
1358,受害人,2
1359,受害人,2
1360,其它,0
1361,其它,0
1362,其它,0
1363,其它,0
1364,其它,0
1365,其它,0
1366,其它,0
1367,其它,0
1368,其它,0
1369,其它,0
1370,其它,0
1371,其它,0
1372,其它,0
1373,其它,0
1374,其它,0
1375,其它,0
1376,其它,0
1377,其它,0
1378,其它,0
1379,其它,0
1380,其它,0
1381,其它,0
1382,其它,0
1383,受害人,2
1384,其它,0
1385,其它,0
1386,其它,0
1387,其它,0
1388,其它,0
1389,其它,0
1390,其它,0
1391,其它,0
1392,其它,0
1393,其它,0
1394,其它,0
1395,其它,0
1396,受害人,2
1397,其它,0
1398,其它,0
1399,其它,0
1400,其它,0
1401,其它,0
1402,其它,0
1403,其它,0
1404,其它,0
1405,受害人,2
1406,其它,0
1407,其它,0
1408,受害人,2
1409,受害人,2
1410,其它,0
1411,其它,0
1412,受害人,2
1413,受害人,2
1414,其它,0
1415,其它,0
1416,受害人,2
1417,其它,0
1418,其它,0
1419,其它,0
1420,其它,0
1421,其它,0
1422,受害人,2
1423,其它,0
1424,其它,0
1425,其它,0
1426,受害人,2
1427,受害人,2
1428,其它,0
1429,其它,0
1430,其它,0
1431,受害人,2
1432,受害人,2
1433,受害人,2
1434,受害人,2
1435,其它,0
1436,其它,0
1437,其它,0
1438,其它,0
1439,其它,0
1440,受害人,2
1441,其它,0
1442,其它,0
1443,其它,0
1444,其它,0
1445,其它,0
1446,其它,0
1447,其它,0
1448,其它,0
1449,其它,0
1450,受害人,2
1451,其它,0
1452,其它,0
1453,其它,0
1454,受害人,2
1455,其它,0
1456,其它,0
1457,其它,0
1458,其它,0
1459,其它,0
1460,其它,0
1461,受害人,2
1462,其它,0
1463,其它,0
1464,其它,0
1465,其它,0
1466,其它,0
1467,其它,0
1468,受害人,2
1469,受害人,2
1470,其它,0
1471,其它,0
1472,其它,0
1473,其它,0
1474,其它,0
1475,其它,0
1476,受害人,2
1477,受害人,2
1478,其它,0
1479,其它,0
1480,受害人,2
1481,其它,0
1482,其它,0
1483,其它,0
1484,其它,0
1485,其它,0
1486,其它,0
1487,其它,0
1488,其它,0
1489,其它,0
1490,其它,0
1491,其它,0
1492,其它,0
1493,其它,0
1494,其它,0
1495,受害人,2
1496,受害人,2
1497,其它,0
1498,其它,0
1499,受害人,2
1500,其它,0
1501,其它,0
1502,其它,0
1503,其它,0
1504,其它,0
1505,其它,0
1506,其它,0
1507,其它,0
1508,其它,0
1509,其它,0
1510,其它,0
1511,其它,0
1512,其它,0
1513,其它,0
1514,其它,0
1515,其它,0
1516,受害人,2
1517,其它,0
1518,其它,0
1519,其它,0
1520,受害人,2
1521,受害人,2
1522,其它,0
1523,其它,0
1524,受害人,2
1525,其它,0
1526,其它,0
1527,其它,0
1528,其它,0
1529,其它,0
1530,其它,0
1531,其它,0
1532,其它,0
1533,其它,0
1534,其它,0
1535,其它,0
1536,其它,0
1537,其它,0
1538,其它,0
1539,其它,0
1540,其它,0
1541,其它,0
1542,其它,0
1543,其它,0
1544,其它,0
1545,其它,0
1546,其它,0
1547,其它,0
1548,其它,0
1549,其它,0
1550,其它,0
1551,其它,0
1552,其它,0
1553,其它,0
1554,其它,0
1555,其它,0
1556,其它,0
1557,其它,0
1558,其它,0
1559,其它,0
1560,其它,0
1561,其它,0
1562,其它,0
1563,受害人,2
1564,其它,0
1565,其它,0
1566,受害人,2
1567,其它,0
1568,其它,0
1569,其它,0
1570,受害人,2
1571,其它,0
1572,其它,0
1573,其它,0
1574,受害人,2
1575,其它,0
1576,其它,0
1577,其它,0
1578,其它,0
1579,其它,0
1580,其它,0
1581,其它,0
1582,其它,0
1583,其它,0
1584,其它,0
1585,其它,0
1586,其它,0
1587,其它,0
1588,其它,0
1589,其它,0
1590,其它,0
1591,嫌疑人,1
1592,其它,0
1593,其它,0
1594,其它,0
1595,其它,0
1596,其它,0
1597,其它,0
1598,其它,0
1599,其它,0
1600,其它,0
1601,其它,0
1602,其它,0
1603,其它,0
1604,其它,0
1605,其它,0
1606,其它,0
1607,其它,0
1608,其它,0
1609,其它,0
1610,其它,0
1611,其它,0
1612,其它,0
1613,其它,0
1614,其它,0
1615,其它,0
1616,其它,0
1617,其它,0
1618,其它,0
1619,其它,0
1620,其它,0
1621,其它,0
1622,其它,0
1623,其它,0
1624,其它,0
1625,其它,0
1626,其它,0
1627,其它,0
1628,其它,0
1629,其它,0
1630,其它,0
1631,其它,0
1632,其它,0
1633,其它,0
1634,其它,0
1635,其它,0
1636,其它,0
1637,其它,0
1638,其它,0
1639,其它,0
1640,其它,0
1641,其它,0
1642,其它,0
1643,其它,0
1644,其它,0
1645,受害人,2
1646,受害人,2
1647,其它,0
1648,受害人,2
1649,受害人,2
1650,其它,0
1651,其它,0
1652,其它,0
1653,其它,0
1654,其它,0
1655,其它,0
1656,受害人,2
1657,其它,0
1658,其它,0
1659,其它,0
1660,受害人,2
1661,其它,0
1662,其它,0
1663,其它,0
1664,其它,0
1665,其它,0
1666,其它,0
1667,其它,0
1668,其它,0
1669,受害人,2
1670,其它,0
1671,其它,0
1672,其它,0
1673,其它,0
1674,受害人,2
1675,其它,0
1676,受害人,2
1677,其它,0
1678,其它,0
1679,其它,0
1680,其它,0
1681,其它,0
1682,其它,0
1683,其它,0
1684,其它,0
1685,其它,0
1686,受害人,2
1687,其它,0
1688,受害人,2
1689,其它,0
1690,受害人,2
1691,其它,0
1692,其它,0
1693,其它,0
1694,其它,0
1695,其它,0
1696,其它,0
1697,其它,0
1698,其它,0
1699,其它,0
1700,其它,0
1701,其它,0
1702,其它,0
1703,其它,0
1704,其它,0
1705,其它,0
1706,其它,0
1707,其它,0
1708,其它,0
1709,其它,0
1710,其它,0
1711,其它,0
1712,其它,0
1713,其它,0
1714,其它,0
1715,其它,0
1716,其它,0
1717,其它,0
1718,其它,0
1719,其它,0
1720,其它,0
1721,其它,0
1722,其它,0
1723,其它,0
1724,其它,0
1725,其它,0
1726,其它,0
1727,其它,0
1728,其它,0
1729,其它,0
1730,其它,0
1731,其它,0
1732,其它,0
1733,嫌疑人,1
1734,其它,0
1735,其它,0
1736,其它,0
1737,其它,0
1738,其它,0
1739,其它,0
1740,嫌疑人,1
1741,其它,0
1742,其它,0
1743,其它,0
1744,其它,0
1745,其它,0
1746,其它,0
1747,其它,0
1748,其它,0
1749,其它,0
1750,其它,0
1751,其它,0
1752,其它,0
1753,其它,0
1754,其它,0
1755,其它,0
1756,其它,0
1757,其它,0
1758,其它,0
1759,其它,0
1760,其它,0
1761,其它,0
1762,其它,0
1763,其它,0
1764,其它,0
1765,其它,0
1766,其它,0
1767,其它,0
1768,其它,0
1769,其它,0
1770,其它,0
1771,其它,0
1772,其它,0
1773,其它,0
1774,其它,0
1775,其它,0
1776,其它,0
1777,其它,0
1778,其它,0
1779,其它,0
1780,其它,0
1781,其它,0
1782,其它,0
1783,其它,0
1784,其它,0
1785,其它,0
1786,其它,0
1787,其它,0
1788,其它,0
1789,其它,0
1790,其它,0
1791,其它,0
1792,其它,0
1793,其它,0
1794,其它,0
1795,其它,0
1796,其它,0
1797,其它,0
1798,其它,0
1799,其它,0
1800,其它,0
1801,其它,0
1802,其它,0
1803,其它,0
1804,其它,0
1805,其它,0
1806,其它,0
1807,其它,0
1808,其它,0
1809,其它,0
1810,受害人,2
1811,其它,0
1812,其它,0
1813,其它,0
1814,其它,0
1815,受害人,2
1816,其它,0
1817,其它,0
1818,其它,0
1819,其它,0
1820,受害人,2
1821,其它,0
1822,其它,0
1823,其它,0
1824,其它,0
1825,其它,0
1826,其它,0
1827,其它,0
1828,其它,0
1829,其它,0
1830,其它,0
1831,其它,0
1832,其它,0
1833,其它,0
1834,其它,0
1835,其它,0
1836,其它,0
1837,其它,0
1838,其它,0
1839,其它,0
1840,其它,0
1841,其它,0
