account_id,account_label_code,account_age_months,region_code,customer_type
7497,0,17.12903226,166,对公
4858,0,6.80645161,633,对公
6867,0,5.67741935,407,对公
5916,0,6.32258065,929,对公
1005,0,5.67741935,747,对公
3822,0,6.16129032,434,对公
9423,0,23.12903226,277,对公
10615,0,52.80645161,240,对公
3826,0,128.03225806,74,对公
7613,0,11.06451613,89,对公
6607,0,16.51612903,862,对公
1217,0,30.0,624,对公
6293,0,74.38709677,166,对公
3354,0,36.19354839,166,对公
5757,0,20.16129032,17,对公
6143,0,8.83870968,140,对公
11082,0,14.03225806,861,对公
4996,0,48.06451613,425,对公
1903,0,141.58064516,524,对公
6810,0,38.29032258,752,对公
7509,0,20.19354839,322,对公
10955,0,9.51612903,337,对公
8841,0,17.06451613,168,对公
4459,0,12.96774194,71,对公
3626,0,12.67741935,319,对公
6768,0,107.03225806,667,对公
539,0,25.58064516,321,对公
79,0,25.38709677,366,对公
3718,0,120.12903226,272,对公
4960,0,108.41935484,651,对公
4284,0,21.93548387,132,对公
2539,0,140.16129032,177,对公
1978,0,129.5483871,467,对公
1292,0,50.38709677,943,对公
9183,0,29.29032258,157,对公
3850,0,131.16129032,698,对公
5934,0,50.80645161,244,对公
5124,0,49.4516129,569,对公
3419,0,163.67741935,477,对公
2804,0,72.06451613,502,对公
4947,0,253.67741935,177,对公
39,0,60.35483871,633,对公
549,0,30.70967742,584,对公
7493,0,126.29032258,633,对公
8429,0,126.29032258,633,对公
6764,0,112.58064516,524,对公
3740,0,103.09677419,176,对公
503,0,102.06451613,651,对公
5883,0,92.93548387,633,对公
8186,0,73.25806452,209,对公
2242,0,33.19354839,319,对公
2864,0,91.35483871,176,对公
1500,0,70.61290323,426,对公
5048,0,63.19354839,541,对公
10269,0,24.64516129,938,对公
8205,0,23.35483871,690,对公
4854,0,8.12903226,322,对公
344,0,24.06451613,666,对公
364,0,12.25806452,301,对公
10628,0,259.58064516,633,对公
1902,0,204.25806452,472,对公
4208,0,182.87096774,539,对公
1014,0,70.19354839,645,对公
4366,0,185.61290323,276,对公
6783,0,142.22580645,57,对公
2306,0,64.25806452,666,对公
4067,0,15.12903226,525,对公
10871,0,19.41935484,391,对公
2071,0,5.90322581,57,对公
7308,0,11.09677419,56,对公
6626,0,121.51612903,645,对公
8221,0,96.80645161,448,对公
6147,0,90.74193548,660,对公
9986,0,68.25806452,245,对公
10252,0,60.67741935,460,对公
9980,0,41.41935484,690,对公
9000,0,37.38709677,839,对公
9473,0,38.61290323,57,对公
6752,0,38.25806452,17,对公
5290,0,187.35483871,633,对公
8171,0,152.19354839,232,对公
4938,0,125.67741935,157,对公
9477,0,34.61290323,425,对公
10968,0,28.64516129,140,对公
671,0,14.03225806,539,对公
4961,0,7.03225806,63,对公
1276,0,233.22580645,440,对公
10271,0,41.64516129,660,对公
1940,0,33.70967742,177,对公
1893,0,18.80645161,70,对公
5367,0,18.80645161,70,对公
4358,0,281.29032258,696,对公
7909,0,129.29032258,538,对公
542,0,102.87096774,90,对公
1805,0,125.16129032,701,对公
3701,0,109.48387097,477,对公
6277,0,77.58064516,50,对公
4721,0,43.5483871,545,对公
548,0,8.22580645,560,对公
6797,0,112.83870968,448,对公
2821,0,59.0,448,对公
3240,0,67.03225806,37,对公
5001,0,37.29032258,406,对公
5871,0,11.41935484,21,对公
2587,0,13.64516129,37,对公
5722,0,5.83870968,17,对公
10391,0,59.87096774,272,对公
9410,0,51.38709677,331,对公
10563,0,45.58064516,946,对公
7907,0,27.19354839,405,对公
2516,0,28.0,65,对公
675,0,28.64516129,405,对公
5230,0,27.35483871,405,对公
475,0,23.38709677,518,对公
8180,0,19.64516129,648,对公
10280,0,14.06451613,690,对公
7063,0,17.09677419,166,对公
3157,0,16.67741935,787,对公
3722,0,11.64516129,73,对公
415,0,17.61290323,891,对公
3745,0,18.09677419,157,对公
2540,0,12.06451613,657,对公
7783,0,241.06451613,268,对公
3966,0,322.67741935,535,对公
2592,0,290.80645161,535,对公
7797,0,182.35483871,949,对公
5289,0,165.41935484,166,对公
8777,0,130.29032258,459,对公
2310,0,117.35483871,167,对公
2546,0,98.51612903,662,对公
5300,0,87.12903226,180,对公
3241,0,304.90322581,189,对公
9417,0,116.67741935,269,对公
9125,0,9.58064516,17,对公
4219,0,87.22580645,535,对公
4928,0,181.25806452,212,对公
8145,0,178.74193548,633,对公
1896,0,119.16129032,175,对公
7499,0,13.22580645,502,对公
5461,0,78.0,448,对公
1279,0,41.77419355,903,对公
1494,0,37.06451613,665,对公
1472,0,28.64516129,325,对公
1328,0,29.29032258,586,对公
167,0,28.83870968,118,对公
4222,0,15.35483871,157,对公
10977,0,288.19354839,553,对公
1064,0,194.19354839,633,对公
5582,0,179.22580645,209,对公
4949,0,179.22580645,209,对公
8152,0,178.67741935,633,对公
4463,0,141.48387097,272,对公
1505,0,54.35483871,460,对公
9500,0,67.61290323,460,对公
1792,0,53.67741935,664,对公
2542,0,14.80645161,440,对公
7776,0,10.87096774,106,对公
660,0,267.06451613,177,对公
10123,0,222.09677419,477,对公
2340,0,250.35483871,658,对公
172,0,198.83870968,633,对公
4907,0,198.83870968,633,对公
8546,0,163.41935484,913,对公
584,0,161.25806452,859,对公
6773,0,54.32258065,460,对公
5862,0,53.70967742,460,对公
10659,0,53.83870968,460,对公
7841,0,47.64516129,460,对公
7726,0,29.80645161,201,对公
10973,0,28.4516129,366,对公
9002,0,27.90322581,666,对公
1165,0,20.32258065,17,对公
1066,0,17.35483871,245,对公
6873,0,264.48387097,553,对公
2698,0,184.61290323,189,对公
9180,0,97.5483871,633,对公
3311,0,92.12903226,235,对公
2632,0,130.22580645,446,对公
9424,0,58.48387097,566,对公
10251,0,37.93548387,819,对公
6056,0,23.06451613,17,对公
3699,0,117.90322581,805,对公
3814,0,58.70967742,502,对公
7961,0,244.51612903,211,对公
2240,0,233.4516129,106,对公
4062,0,274.03225806,633,对公
3964,0,180.77419355,448,对公
2990,0,133.51612903,532,对公
9427,0,130.70967742,850,对公
4952,0,124.35483871,946,对公
4506,0,101.5483871,2,对公
595,0,101.74193548,790,对公
10078,0,97.38709677,212,对公
8776,0,87.06451613,651,对公
5905,0,89.06451613,913,对公
8170,0,54.41935484,460,对公
4455,0,53.19354839,460,对公
967,0,302.5483871,112,对公
5859,0,290.58064516,788,对公
6649,0,185.74193548,449,对公
11067,0,178.35483871,633,对公
3621,0,116.64516129,320,对公
8172,0,108.4516129,310,对公
10258,0,107.41935484,190,对公
5578,0,111.74193548,595,对公
5142,0,80.19354839,633,对公
3809,0,73.22580645,90,对公
10904,0,60.96774194,426,对公
4205,0,34.61290323,328,对公
1942,0,26.06451613,633,对公
1280,0,22.83870968,358,对公
1892,0,20.58064516,477,对公
10099,0,266.67741935,183,对公
1901,0,302.25806452,192,对公
4966,0,176.41935484,158,对公
3623,0,146.06451613,426,对公
3502,0,122.35483871,851,对公
2303,0,118.35483871,184,对公
5379,0,101.58064516,761,对公
8021,0,101.32258065,633,对公
10033,0,82.5483871,460,对公
8848,0,70.22580645,722,对公
5012,0,59.64516129,183,对公
2817,0,54.35483871,460,对公
4364,0,64.32258065,667,对公
7652,0,56.38709677,860,对公
8138,0,51.48387097,633,对公
776,0,56.90322581,651,对公
6427,0,23.32258065,353,对公
6829,0,70.83870968,645,对公
3309,0,69.16129032,460,对公
4732,0,73.25806452,633,对公
4754,0,64.5483871,651,对公
1310,0,60.29032258,255,对公
450,0,52.96774194,368,对公
8137,0,33.61290323,553,对公
8167,0,25.38709677,366,对公
10568,0,14.25806452,353,对公
10254,0,16.38709677,460,对公
2518,0,221.38709677,850,对公
5836,0,299.4516129,122,对公
4357,0,220.0,412,对公
3314,0,189.29032258,209,对公
5157,0,114.87096774,937,对公
8555,0,113.64516129,910,对公
8188,0,97.41935484,109,对公
567,0,93.93548387,297,对公
6640,0,75.06451613,850,对公
7605,0,81.22580645,255,对公
3987,0,70.90322581,167,对公
8178,0,79.4516129,699,对公
6131,0,239.09677419,184,对公
6794,0,228.03225806,106,对公
10119,0,199.96774194,426,对公
2988,0,179.22580645,200,对公
5839,0,171.16129032,189,对公
10270,0,140.58064516,900,对公
3704,0,122.03225806,459,对公
8946,0,124.58064516,913,对公
7650,0,120.80645161,618,对公
3411,0,117.38709677,448,对公
2861,0,71.58064516,651,对公
8773,0,65.41935484,185,对公
3816,0,54.83870968,460,对公
674,0,63.80645161,310,对公
6248,0,54.5483871,460,对公
3963,0,53.38709677,460,对公
7942,0,51.58064516,378,对公
1173,0,53.03225806,460,对公
5890,0,39.74193548,633,对公
564,0,33.80645161,331,对公
7947,0,38.51612903,666,对公
448,0,33.87096774,547,对公
7780,0,29.06451613,850,对公
7496,0,13.61290323,598,对公
7059,0,9.29032258,74,对公
2235,0,15.70967742,366,对公
10090,0,19.48387097,157,对公
1798,0,20.5483871,240,对公
5864,0,8.64516129,110,对公
2526,0,15.77419355,366,对公
1971,0,37.96774194,539,对公
7134,0,23.70967742,112,对公
9785,0,21.77419355,918,对公
8592,0,172.51612903,539,对公
10111,0,149.5483871,633,对公
5844,0,201.12903226,166,对公
3617,0,90.48387097,272,对公
6902,0,44.51612903,535,对公
3304,0,309.0,556,对公
10961,0,170.29032258,118,对公
5579,0,166.58064516,477,对公
3719,0,150.48387097,690,对公
5588,0,146.03225806,178,对公
4272,0,118.48387097,672,对公
3853,0,119.25806452,633,对公
600,0,109.35483871,680,对公
6943,0,102.25806452,900,对公
8840,0,99.90322581,560,对公
6297,0,94.12903226,325,对公
461,0,81.0,645,对公
3700,0,84.61290323,608,对公
4715,0,70.83870968,441,对公
3423,0,80.09677419,719,对公
7785,0,82.90322581,633,对公
3581,0,59.67741935,495,对公
10884,0,58.41935484,540,对公
8410,0,59.25806452,660,对公
3716,0,59.03225806,448,对公
4217,0,52.80645161,633,对公
7786,0,53.64516129,760,对公
3172,0,51.12903226,677,对公
2524,0,53.87096774,460,对公
2501,0,53.90322581,460,对公
9787,0,52.12903226,783,对公
2538,0,42.93548387,653,对公
8948,0,35.4516129,662,对公
10969,0,29.90322581,46,对公
1083,0,18.90322581,312,对公
10384,0,20.32258065,610,对公
10663,0,14.16129032,665,对公
6800,0,235.5483871,441,对公
169,0,249.09677419,417,对公
574,0,277.67741935,425,对公
206,0,206.87096774,633,对公
4087,0,200.83870968,633,对公
5614,0,180.32258065,183,对公
6860,0,166.09677419,450,对公
10617,0,159.90322581,903,对公
1897,0,128.61290323,943,对公
7955,0,126.19354839,184,对公
10953,0,112.5483871,633,对公
4224,0,112.74193548,633,对公
3579,0,116.90322581,235,对公
10581,0,102.48387097,928,对公
6790,0,91.32258065,488,对公
10897,0,86.51612903,58,对公
510,0,85.90322581,183,对公
10664,0,73.4516129,188,对公
5111,0,61.64516129,192,对公
7600,0,66.5483871,651,对公
6283,0,65.64516129,326,对公
9984,0,54.32258065,460,对公
8194,0,60.35483871,946,对公
4728,0,54.41935484,633,对公
7557,0,53.4516129,633,对公
1331,0,44.64516129,633,对公
570,0,44.03225806,106,对公
360,0,39.48387097,690,对公
9928,0,46.25806452,406,对公
5849,0,37.32258065,461,对公
5116,0,31.51612903,268,对公
9112,0,29.22580645,584,对公
4905,0,33.03225806,651,对公
468,0,18.25806452,827,对公
6416,0,8.5483871,157,对公
10632,0,14.03225806,208,对公
26,0,16.83870968,140,对公
7793,0,17.41935484,525,对公
6419,0,10.38709677,57,对公
1077,0,14.03225806,208,对公
5298,0,8.16129032,37,对公
6431,0,255.16129032,189,对公
6648,0,287.5483871,189,对公
9917,0,233.32258065,106,对公
864,0,233.48387097,106,对公
772,0,340.90322581,448,对公
1939,0,221.70967742,633,对公
7849,0,310.06451613,569,对公
9634,0,215.38709677,460,对公
4348,0,205.70967742,440,对公
5863,0,196.51612903,658,对公
4069,0,191.80645161,633,对公
445,0,173.87096774,448,对公
9476,0,156.0,426,对公
10027,0,153.19354839,701,对公
8593,0,138.09677419,276,对公
156,0,139.4516129,326,对公
7565,0,138.03225806,753,对公
2521,0,129.70967742,428,对公
8600,0,119.83870968,696,对公
7555,0,113.90322581,633,对公
8147,0,104.0,633,对公
4362,0,103.19354839,696,对公
2502,0,102.03225806,235,对公
1008,0,101.74193548,913,对公
3337,0,95.0,539,对公
560,0,98.64516129,524,对公
1290,0,99.06451613,683,对公
350,0,92.74193548,450,对公
1463,0,97.12903226,541,对公
10021,0,96.22580645,683,对公
6250,0,93.0,610,对公
5857,0,92.03225806,539,对公
9463,0,89.51612903,562,对公
366,0,83.51612903,651,对公
4198,0,78.5483871,541,对公
2506,0,84.41935484,586,对公
7781,0,83.32258065,624,对公
4995,0,70.51612903,502,对公
3406,0,60.74193548,448,对公
3247,0,68.87096774,651,对公
3807,0,66.74193548,852,对公
661,0,55.32258065,651,对公
408,0,54.77419355,667,对公
10132,0,54.5483871,460,对公
3710,0,60.32258065,622,对公
6903,0,57.38709677,667,对公
4088,0,54.67741935,633,对公
6295,0,55.09677419,667,对公
359,0,67.25806452,664,对公
4066,0,51.38709677,633,对公
3260,0,49.5483871,451,对公
170,0,53.64516129,460,对公
10577,0,46.22580645,651,对公
43,0,30.03225806,157,对公
3741,0,32.12903226,910,对公
4279,0,31.32258065,633,对公
342,0,27.32258065,311,对公
583,0,27.25806452,691,对公
4196,0,25.19354839,651,对公
31,0,15.38709677,633,对公
9468,0,16.96774194,609,对公
7602,0,10.64516129,666,对公
3303,0,9.29032258,586,对公
5931,0,19.12903226,157,对公
7617,0,8.67741935,208,对公
5257,0,9.48387097,560,对公
4518,0,15.06451613,81,对公
2623,0,6.09677419,664,对公
1502,0,222.77419355,181,对公
2504,0,254.48387097,166,对公
4375,0,276.0,81,对公
9416,0,250.70967742,325,对公
8560,0,227.58064516,633,对公
5847,0,310.61290323,587,对公
10612,0,263.48387097,683,对公
3341,0,319.06451613,569,对公
1975,0,204.74193548,183,对公
4457,0,188.25806452,209,对公
736,0,184.74193548,752,对公
6664,0,173.41935484,448,对公
5718,0,167.29032258,862,对公
2955,0,161.61290323,658,对公
9130,0,163.38709677,633,对公
8169,0,146.83870968,259,对公
7505,0,152.64516129,599,对公
3327,0,145.64516129,633,对公
4278,0,139.06451613,913,对公
1784,0,132.74193548,177,对公
10630,0,135.96774194,124,对公
3302,0,136.96774194,318,对公
9799,0,132.0,605,对公
1200,0,122.4516129,633,对公
9444,0,120.58064516,452,对公
3872,0,122.48387097,680,对公
6437,0,118.0,913,对公
6953,0,114.90322581,200,对公
2808,0,117.64516129,762,对公
453,0,116.22580645,914,对公
9004,0,116.70967742,268,对公
5867,0,113.5483871,482,对公
1063,0,119.06451613,651,对公
3849,0,107.03225806,774,对公
4906,0,103.19354839,607,对公
9009,0,104.58064516,89,对公
10089,0,91.4516129,245,对公
2853,0,93.83870968,216,对公
8081,0,90.32258065,910,对公
8025,0,85.22580645,633,对公
6754,0,85.16129032,662,对公
10097,0,86.12903226,157,对公
497,0,86.06451613,838,对公
7568,0,76.83870968,633,对公
8971,0,71.35483871,177,对公
6836,0,77.61290323,178,对公
10951,0,77.32258065,882,对公
10623,0,77.32258065,633,对公
219,0,80.06451613,946,对公
4897,0,69.29032258,667,对公
4271,0,65.58064516,633,对公
3171,0,62.22580645,633,对公
4740,0,58.74193548,633,对公
3255,0,65.96774194,336,对公
7558,0,56.19354839,874,对公
5729,0,65.38709677,552,对公
4930,0,55.96774194,885,对公
155,0,59.4516129,539,对公
1026,0,62.0,274,对公
5639,0,52.35483871,832,对公
9804,0,52.61290323,903,对公
452,0,53.19354839,903,对公
7933,0,54.0,683,对公
9185,0,53.22580645,937,对公
5754,0,50.03225806,709,对公
1642,0,49.74193548,908,对公
4669,0,47.67741935,946,对公
8426,0,46.96774194,943,对公
10375,0,48.5483871,279,对公
2780,0,52.96774194,216,对公
7680,0,44.4516129,582,对公
3979,0,41.70967742,886,对公
5371,0,42.22580645,157,对公
2637,0,42.90322581,331,对公
3345,0,39.70967742,43,对公
645,0,39.03225806,698,对公
3342,0,38.83870968,257,对公
8142,0,38.16129032,660,对公
3729,0,30.41935484,511,对公
8035,0,32.09677419,525,对公
7792,0,29.12903226,572,对公
4971,0,27.74193548,477,对公
1285,0,28.16129032,529,对公
7717,0,27.77419355,918,对公
7616,0,27.06451613,885,对公
1312,0,27.90322581,525,对公
10428,0,33.38709677,651,对公
5635,0,28.09677419,937,对公
9191,0,25.35483871,449,对公
578,0,23.29032258,337,对公
7292,0,24.06451613,937,对公
505,0,22.80645161,814,对公
862,0,22.0,471,对公
7566,0,21.22580645,822,对公
4656,0,20.0,946,对公
2523,0,19.58064516,460,对公
8203,0,19.0,157,对公
2785,0,15.06451613,847,对公
1930,0,9.67741935,633,对公
29,0,12.0,381,对公
7953,0,18.5483871,525,对公
6827,0,8.5483871,566,对公
3955,0,9.93548387,569,对公
3335,0,13.03225806,562,对公
1793,0,19.12903226,696,对公
1948,0,6.93548387,937,对公
5009,0,5.19354839,937,对公
3984,0,5.12903226,917,对公
3735,0,15.06451613,188,对公
1078,0,20.87096774,83,对公
5299,0,20.09677419,946,对公
8439,0,19.41935484,696,对公
8146,0,19.19354839,658,对公
643,0,13.19354839,140,对公
28,0,16.61290323,524,对公
556,0,16.70967742,874,对公
1924,0,11.12903226,839,对公
6627,0,14.06451613,755,对公
6057,0,9.32258065,216,对公
5915,0,8.09677419,827,对公
5251,0,9.35483871,937,对公
648,0,11.58064516,10,对公
2307,0,6.09677419,947,对公
8432,0,69.83870968,460,对公
7649,0,83.51612903,586,对公
775,0,69.12903226,200,对公
73,0,78.25806452,699,对公
10246,0,59.41935484,651,对公
1004,0,60.61290323,434,对公
3413,0,68.83870968,106,对公
1927,0,60.09677419,456,对公
161,0,56.90322581,610,对公
1788,0,65.25806452,21,对公
4460,0,58.06451613,405,对公
5833,0,48.38709677,460,对公
3262,0,42.67741935,701,对公
3500,0,40.77419355,595,对公
554,0,40.32258065,201,对公
717,0,35.48387097,680,对公
1204,0,33.64516129,660,对公
4852,0,38.87096774,672,对公
5854,0,34.70967742,664,对公
5627,0,32.06451613,680,对公
721,0,27.96774194,78,对公
5052,0,22.87096774,177,对公
6650,0,22.41935484,277,对公
734,0,19.41935484,633,对公
3270,0,18.58064516,278,对公
10264,0,8.87096774,208,对公
9982,0,8.41935484,405,对公
3981,0,8.12903226,946,对公
9480,0,7.16129032,586,对公
4719,0,232.19354839,17,对公
7791,0,269.61290323,206,对公
8783,0,254.12903226,120,对公
8999,0,233.32258065,106,对公
5003,0,260.25806452,119,对公
3608,0,245.0,585,对公
3300,0,304.41935484,588,对公
4969,0,319.25806452,535,对公
9452,0,212.87096774,651,对公
6748,0,197.12903226,460,对公
4462,0,192.16129032,450,对公
3273,0,181.74193548,539,对公
8149,0,177.67741935,913,对公
467,0,171.19354839,691,对公
6765,0,166.64516129,448,对公
5591,0,166.61290323,448,对公
1922,0,152.41935484,166,对公
3276,0,145.4516129,448,对公
5395,0,126.41935484,633,对公
1969,0,129.48387097,860,对公
6769,0,124.80645161,624,对公
2797,0,120.5483871,885,对公
2525,0,124.06451613,467,对公
1060,0,118.77419355,680,对公
368,0,117.5483871,106,对公
10104,0,112.22580645,912,对公
4083,0,110.16129032,633,对公
6870,0,90.64516129,585,对公
4072,0,90.25806452,533,对公
536,0,77.5483871,680,对公
5723,0,72.03225806,891,对公
5046,0,48.77419355,633,对公
6415,0,33.70967742,633,对公
5108,0,34.96774194,696,对公
10441,0,29.96774194,175,对公
5865,0,32.06451613,441,对公
4863,0,12.70967742,633,对公
5050,0,9.12903226,680,对公
5403,0,193.48387097,633,对公
5914,0,185.16129032,633,对公
731,0,144.09677419,586,对公
7500,0,127.03225806,200,对公
5370,0,121.58064516,633,对公
6775,0,116.0,11,对公
4942,0,107.4516129,37,对公
10902,0,93.61290323,683,对公
3864,0,72.06451613,666,对公
9975,0,254.83870968,166,对公
8184,0,113.32258065,585,对公
5118,0,103.09677419,662,对公
3310,0,99.09677419,482,对公
9916,0,92.25806452,316,对公
5590,0,18.29032258,337,对公
9503,0,223.67741935,207,对公
8594,0,233.48387097,106,对公
6880,0,233.32258065,106,对公
5126,0,233.48387097,106,对公
7676,0,221.74193548,119,对公
10034,0,336.77419355,816,对公
7682,0,262.77419355,832,对公
3298,0,340.90322581,412,对公
6435,0,227.35483871,472,对公
